historial_anon,tipo_manual
"Tweet 1:
{{LOCATION}} pide convertir parroquias en oasis de agua  via  

Independientemente yo este en oposicion al arzobispo de {{LOCATION}} en sus creencias politicas Que tiene de malo dar agua a los necesitados. Agua es vida, necesidad. 

Ver al “religioso” de  criticar esto, tiene de religioso lo q yo de astronauta.  Por eso lo ignoran, ni liked ni rt. 

Que {{PERSON}} ha tenido esa cuenta casi 20,{{NUMBER}} followers y no tiene alcance. 

Que se le de agua a los necesitados. Dios no creo esta opuesto a esto,  {{PERSON}}.

Tweet 2:
{{PERSON}} lo que hablamos aqui semana pasada alivio al bolsillo gente. {{PERSON}} leyes cabotage. 

Falta  q aprueben la crudita q se lo dijimos a  a ver si le dice a la legislatura,  hace algo por la patria y quiten la crudita aunque sea temporero. Ya q no hacen nada mas q pelear en PR. 

Aqui soluciones ideas no insultos del huevito esto lo otro .

Y despues dice el {{PERSON}}     q  no ayuda. 

Ahora dira que fue el CR que cabildeo por leyes cabotage Beneficiaría a {{LOCATION}}: {{PERSON}} aprueba dispensa temporal de 60 días en las normas de cabotaje - 

El PNP menos se pasan peleando 24/7 .

Tweet 3:
{{HASHTAG}}

Tweet 4:
esas opiniones y odio en contra del Presidente  por parte de  le va a costar que le cierren la cuenta. Nadie le da rt, lo ven nada. No se abochorna? Es tan idiota como los que lo siguen. PATETICO.

Tweet 5:
saludos puedes parar de disimular y darme rt  o quieres q coloque el screenshot de cuando te pedi ayuda para {{LOCATION}} y lo hicistes fue ignorar no ayudastes ahora minimo no hables.    . 

{{PERSON}} que el pichon de dictador {{PERSON}}  y Residente 🤫🤫. No ayudan a los paises izquierdistas. 

Todo lo q venga de mi no hacen caso pues next (   q les dije ayer)

Tweet 6:
A PR  por culpa de los demócratas de la isla los tratan tan mal los demócratas de {{LOCATION}} que no se abochornan. que no le dieran mas dinero en {{LOCATION}} y a los demás territorios SI SE lo dieron. {{PERSON}} porque será ?  

 a q usted cree se debe esto que paso y 🤫🤫🤫??? Nosotros sabemos por que. 

{{PERSON}} ({{LOCATION}}) for {{LOCATION}} territories is a fixed statutory rate, not determined by per capita income like the states. For most territories, this rate is 83%, while {{PERSON}} has a temporary rate of 76%. These rates determine the federal share of Medicaid costs. 

{{PERSON}}: 
{{PERSON}}: Unlike the states, {{LOCATION}} for territories is fixed in statute.  
83% for most: {{PERSON}}, CNMI, {{LOCATION}}, and USVI have a permanent 83% FMAP.  
76% for {{LOCATION}}: {{LOCATION}} has a temporary 76% FMAP, set to expire in {{NUMBER}}.  
Section {{NUMBER}} Allotment: {{LOCATION}} (Section {{NUMBER}} allotment) which limits the total federal funding they can receive, according to MACPAC reports.  
{{PERSON}}: {{LOCATION}} has provided temporary increases to the FMAP and allotments in response to specific events, like emergencies, according to KFF reports.  
{{PERSON}}: The fixed FMAP and allotments mean territories can only access federal funds up to the statutory limit, according to MACPAC reports.

Tweet 7:
{{HASHTAG}} {{HASHTAG}}

Tweet 8:
felicidades a un gran hombre, gran esposo y sobre todo {{PERSON}} en su día ( tarde pero seguro) . 

Espero lo hayas pasado bien con tus dos reinas (  ) como les dices. a las dos . 

Es un gran honor responsabilidad y amor tan grande que ser padre. 

Saludos  🤗

Tweet 9:
{{HASHTAG}}. {{HASHTAG}}

Tweet 10:
{{HASHTAG}} {{HASHTAG}} {{HASHTAG}} {{HASHTAG}} {{HASHTAG}}
{{HASHTAG}} 
{{HASHTAG}} 
🗳️🗳️🗳️🗳️🗳️🇺🇸🇺🇸🇺🇸

Tweet 11:
{{HASHTAG}} 💐💐💐Congratulations to all !!  ,   and many others here!! 💐💐💐

Tweet 12:
🇺🇸🇺🇸🇺🇸🙏🙏
 {{HASHTAG}}. {{HASHTAG}}

Tweet 13:
Good morning to all !!
Countdown 6 more days until MAGA returns . 🇺🇸🇺🇸🙏🙏{{HASHTAG}}

Tweet 14:
{{HASHTAG}} {{HASHTAG}}

Tweet 15:
Good morning to all !!! 🙏🙏.

Tweet 16:
🙏🙏

Tweet 17:
nan

Tweet 18:
saludos espero hayas pasado un buen dia de {{PERSON}}. Lo comento  y ahora oficial ahora si que el PNP…… a definirse {{NUMBER}} .  todas las cosas caen en su sitio. Cuestion de ver el show.

Tweet 19:
Good morning ☕️ ☕️ !!

Tweet 20:
Voy a ver a  estara super interesante ver una candidata de Cuba….despues de 57 años de participar en el concurso. Que pensara  ????",control
"Tweet 1:
Estoy trackeando calorias de nuevo y con razón no bajaba, según como re poquito y son como {{NUMBER}} 😭

Tweet 2:
Llevo oficialmente como dos meses de contacto cero con mi ex, y hoy de la nada su familia decide escribirme, por????? Déjenme en paz, suficiente fue con haberme hecho mierda con sus comentarios

Tweet 3:
Para quienes van al gimnasio, tengo la duda de cómo priorizan los ejercicios, meten mucho peso o cosas ligeras y con la dieta como le hacen? Llevo un par de meses yendo y nada que bajo de peso

Tweet 4:
Que bonito es despertar y sentir el abdomen megaa plano

Tweet 5:
¿Por qué siempre que estoy borracha los hombres se aprovechan de mí?

Tweet 6:
Acabo de irme a vivir completamente sola, hoy comienza la verdadera anorexia

Tweet 7:
No me dicen nada porque soy vegetariana y puedo negar la comida sin problema

Tweet 8:
Yo comiendo una vez al día de manera inconsciente

Tweet 9:
Que jodidamente miserable soy jaja

Tweet 10:
Navaja para depilar las cejas &gt;&gt;&gt;&gt;&gt;&gt;

Tweet 11:
Si me siento mal es: me mato de hambre o me atraganto.
No hay punto medio",riesgo
"Tweet 1:
I love bad bitches, that's my fucking problem.
And yeah, I like to fuck, I got a fucking problem.

Tweet 2:
1. {{PERSON}} 
2. {{PERSON}}
3. Ana de Armas 

A las 3, como la traigan y a lo que les huela.

Tweet 3:
Vieron a la gorda que despidieron de {{PERSON}} por robarse un basurero DE LA CALLE temático de los Knicks? 

Hay gente estúpida que no merece que le pasen cosas buenas en la vida.

Tweet 4:
How old are we talking about?

Tweet 5:
nan

Tweet 6:
Vamos a comernos un par de años viendo al insoportable de {{PERSON}} por todos los podcasts habidos y por haber.

{{HASHTAG}}

Tweet 7:
So fucking accurate!! 

No booze allowed, though!

Tweet 8:
Estrenar calcetas.

Tweet 9:
Todos conocemos un maitro que asegura haber jugado en el {{LOCATION}} o el {{LOCATION}}. 

{{HASHTAG}}

Tweet 10:
Team chichis 24/siempre. 😶‍{{LOCATION}}️

Tweet 11:
Maje... Qué pedos que venden DMT de forma legal (5-MeO-DMT).

Hoy me escribió un productor/distribuidor para decirme si quería recibir pruebas.

Su puta madre! Lo mismo con los tripis, mierdas todavía más sintéticas que nada en un vacío legal demasiado peligroso.

Tweet 12:
😂

Tweet 13:
Acto 1. Le digo a mi madre que es mejor que se cambie el conjunto que lleva, que no es ideal para el lugar al que vamos. 
Acto 2. Me dice que estoy bien pendejo si pensaba que se iba a regresar a cambiarse con lo que le duelen las rodillas. (JAJA) 
Acto 3. {{LOCATION}} a {{LOCATION}}

Tweet 14:
Sí, señor polaco, me imagino que sus cachetes de caballo han de ser deliciosos, pero yo estoy bien con mi hamburguesa de pollo.

A la segura siempre.

Tweet 15:
Las respuestas y las citas son todos haciéndolo mierda porque se parece a uno de los hijos de Shrek. Hace días no veía que bullearan a un pendejo de manera tan épica. {{PERSON}} 16:
Gloria!
El mejor sandwich que he comido en toda mi fucking vida.

Tweet 17:
4AM y no puedo dormir ni con Quetiapina.
Hoy vi cosas horribles que jamás en la puta vida voy a olvidar. 

Innecesario, pero probé un punto muy cagado de risa que voy a mostrarles más tarde. {{PERSON}} 18:
Son un chiste de club!

Tweet 19:
Llegamos a {{LOCATION}}.

Curioso que aquí venden Desperados 0.0 de limón, y digo curioso porque está de la verga igual al que tiene alcohol.

Tweet 20:
La que contesta con ""bebé"" en redes sociales: ¡ÑUNGA!",control
"Tweet 1:
mientras tanto en mi tribunal el que ahora me va a llevar la tesis jjjjj

Tweet 2:
full spanish experience estará teniendo con los 40 grados a la sombra

Tweet 3:
jon como el chiquito de valle salvaje…. gran día para {{LOCATION}}

Tweet 4:
preguntar q gritar en z*gz quizá resulta q hay alguna (no)

Tweet 5:
nunca olvidaré q en un catálogo del prad9 un señoro puso q está modelo tenia obesidad prácticamente mórbida {{PERSON}}Tweet 6:
how pinterest sees me 
character , place , plant , animal

Tweet 7:
lo de q me quieran cobrar {{NUMBER}} euros en esta ciudad solo por tener el pelo rizado realmente el negocio q se están haciendo a nuestra costa xd

Tweet 8:
vimos cabeza borradora con {{PERSON}} y como dijo un genio si tu abuela fuma y se muere el día del examen no te lo voy a repetir

Tweet 9:
haciendo un writing sobre yuzuru…… él jamas saldrá de mi

Tweet 10:
1. como va a ser eso renacimiento POR DIOS 
2. esas pinturas son mujer hipersexualizadas para la época.son orientalista sexualizando la esclavitud y el mercado de humanos + esclavas sexuales (odaliscas). q tengan maestría sus autores no quitan lo q eran en la época

Tweet 11:
life imitates art

Tweet 12:
{{HASHTAG}}

Tweet 13:
y después no volverá a aparecer en 2 años

Tweet 14:
la vida es bella

Tweet 15:
nunca dejaré de pensar en que no están desnudas, están desprovistas de ropa/desnudas a la fuerza. hay q ser gilipollas para creer q las mujeres de los cuadros están de forma natural en esas poses en bolas y dispuestas para ser miradas

Tweet 16:
pffff gran día para mí

Tweet 17:
q bello es vivir

Tweet 18:
!!!!!!!! ya basta de ir de literatos aquí hemos venido a divertirnos

Tweet 19:
&gt;me sale una recomendación de una guiri de una peli de época 
&gt;guiri de confianza del letterbox le gusta
&gt;va de un cura
&gt;el cura es IMANOL ARIAS

Tweet 20:
decirles q es feo (divertidos resultados)",control
"Tweet 1:
la cantidad d gente q cree q es posta {{LOCATION}}

Tweet 2:
tuve un día se mierda. después llegué a casa, me miré en el espejo y me sentí re fea

Tweet 3:
q negro villero y asqueroso es este kanye

Tweet 4:
a veces escribo mal a propósito y otras {{PERSON}} no me da más la cabeza

Tweet 5:
yogursito de 90 cals para el desayuno &lt;3

Tweet 6:
mientras yo esté viva él siempre tendrá a alguien que lo stalkee

Tweet 7:
esta mina s me hace como la mini del edtwt anglo. no la conozco pero me apareció y me dió las vibes

Tweet 8:
después se hacen los homofóbicos

Tweet 9:
no quieres eso bro

Tweet 10:
:(

Tweet 11:
que asco el viejo depravado

Tweet 12:
ESTÁ EN TETAS, ES PORNO dios si las tetas siempre fueron consideras sexuales, q se hacen

Tweet 13:
d dónde sacan porno tan lindo y romántico? el q me aparece a mi es la definición de {{PERSON}} 14:
me quiero suicidar, d qué sirve vivir sin ser {{LOCATION}}

Tweet 15:
emi es tan hermosa, carismática y talentosa pero elige ser una GRONCHA y odio la palabra pero lo es con todas las letras. desde la vestimenta hasta las canciones y dsps estas boludeces para incrementar el morbo de dos pajeros

Tweet 16:
ni se molestaba en disimular la estafa jajsjsj

Tweet 17:
le dejé d hablar a mi sugar daddy de un día y no contestó más

Tweet 18:
chicos alguno conoce una rutina de abdomen q no incluya oblicuos? lo necesito más definido para el mes q viene pero temo engrandecer mi cintura y no sé organizarme con eso

Tweet 19:
jajaj quién es {{PERSON}} y q tiene que ver con {{LOCATION}}??

Tweet 20:
hoy m mato. estaba teniendo un día de mierda y veo ESTO. dios no existe realmente",riesgo
"Tweet 1:
Si mi novio no es bienvenido, yo tampoco. Si hablan mal de él, me faltan al respeto a mi. Si alguien de los que asiste al plan incomoda a mi novio, no asisto... Tan fácil.

Tweet 2:
Admito que mi yo señora, ama pedir citas e ir al médico🧑‍⚕️🫢

Tweet 3:
Hoy me di cuenta de lo vulnerable que podemos ser las mujeres en la calle, da miedo salir sola y no debería ser así. Primer día, que salgo sola y un hpta se atreve a incomodarme y morbosearme, no se si agradecer el hecho de que no me da miedo defenderme, o asustarme por ello.

Tweet 4:
{{PERSON}} que no sucede dos veces en la vida de alguien ✌🏼

Tweet 5:
Cinco años después…

Tweet 6:
Se que pido mucho, pero también merezco mucho ✌🏼

Tweet 7:
A mi ármame competencia en el mundo real, pero, en la universidad papi? 🥱

Tweet 8:
Mi salud mental está mucho mejor, desde que trato de no desgastarme peleando con personas que no entienden mi estilo de vida.

Tweet 9:
Sera que mi cara de 🍑 no es tan explicita para mostrarte que no te soporto?

Tweet 10:
nan

Tweet 11:
No sé cómo hay gente que tiene tiempo para pensar en la vida de los demás o en envidiar, yo solo puedo pensar en estar más rica 🤑 y rica 🥵

Tweet 12:
Quiero que mis papás cumplan sus sueños, lo merecen 🙌🏼

Tweet 13:
Yo vine a este mundo a ser grande, que lastima que haya gente que no aguante lo grande que puedes llegar a ser ✌🏼

Tweet 14:
Quiero una rumba que sea solo cantar vallenatico a grito herido, no pido nada más

Tweet 15:
No es mi culpa que me descuiden, y ya no quiera quedarme 👀

Tweet 16:
No me habla bonito, tampoco me trata bien. A mi me da lo mismo, yo nunca me voy a envolver. YO NUNCA LO AME, NUNCA LO QUISE, NI LO VO' A QUERER

Tweet 17:
Es cuestión de volver a la universidad y ya me empieza la gripa 🤧

Tweet 18:
El cielo tiene a mi angelito 💔{{PERSON}}‍⬛

Tweet 19:
Y si, estoy muy feliz y agradecida con todo lo que está pasando en mi vida.

Tweet 20:
nan",control
"Tweet 1:
{{PERSON}} tiene miedo y {{PERSON}} es un cobarde por bloquear la cuenta en X de el partido mayoritario. Muy demócrata nos ha salido el ministro de transporte roto.

Tweet 2:
A la atención de

Tweet 3:
La abogada del Estado que firma la denuncia de {{PERSON}} contra el juez Peinado asesora a una empresa que patrocinó actos de {{PERSON}}  a través de

Tweet 4:
El mediocre {{PERSON}} no sabe hacer su trabajo y culpa a otros. {{PERSON}} es el mejor ministro de exteriores 

{{PERSON}} culpa a la {{LOCATION}} de falta de coordinación para no acompañar al {{PERSON}} en su gira por los países {{LOCATION}}

Tweet 5:
Foto oficial de los ladrones

Tweet 6:
Pero el fulano éste está sano? Porque no lo parece. 
{{LOCATION}} éste post para advertir a la humanidad lo peligrosas que son las sustancias nocivas .

Tweet 7:
Éste reventado y {{PERSON}} atacan a doña {{PERSON}} porque saben que no habrá réplica. Pero estaría bien que se vieran delante de un juez por atacar el honor de una mujer

Tweet 8:
{{HASHTAG}} muy cobarde postear y no permitir disicencias, cosas de la izquierda.
La imagen tierna que tú titular es la de un adulto sujetando a un niño que no quiere que ése tío se le acerque. Eso se llama acoso y en los colegios se da partes orientación.

Tweet 9:
Qué vergüenza tienen que estar pasando sus padres
{{HASHTAG}}

Tweet 10:
A la atención de {{PERSON}} 11:
Estamos preparados para lo que viene mañana en el rojerío patrio?

Tweet 12:
La dignidad del tricornio

Tweet 13:
A la atención de

Tweet 14:
Cómo estás Dama? Te fijas en cuanto os quiere la ciudadanía? 
Viva la {{PERSON}}!!!😘😘😘🙋

Tweet 15:
No olvidéis que ésta noche {{HASHTAG}} {{HASHTAG}}
Televisión de calidad y con clase. Dejemos la tele mierda 👍👏👏👏👏

Tweet 16:
Ésta es la actitud. {{PERSON}} a una pandemia y volver a la {{LOCATION}}. La señora que me representó anoche 👏👏👏👏👏👍

Tweet 17:
Las 4 últimas comandas nos ha invitado la casa😂😂😂😂
Todo muy rico y abundante,  volveremos 👍👏👏👏👏

Tweet 18:
Gracias  por apoyar aquella moción que llevo a {{PERSON}} a {{PERSON}}. Nunca lo olvidaremos

Tweet 19:
Las 13 rosas, el enaltecimiento del terrorismo empezó con ellas.

Tweet 20:
Algo bueno ha hecho {{PERSON}} para tener el avispero del rojerío patrio tan cabreado.
Muchas felicidades y que se recupere pronto 🙋‍♀️",control
"Tweet 1:
a junção do meu vídeo com o vídeo do filipe o edit perfeito existe 💙🥹

Tweet 2:
depois que você vai pra um show do {{PERSON}}, nenhum outro show faz sentido pra você porque a vibe do show dele nenhum outro supera cara é surreal de bom

Tweet 3:
eu ali 🥹

Tweet 4:
a depressão pós show do filipe ret é real.

volta sábado (minha preferida do nume) 💙🥺

Tweet 5:
te amo meu amor obrigada pelo melhor da minha vida, você só se supera  ❤{{PERSON}}😭

Tweet 6:
minha galeria pós show ontem

Tweet 7:
a {{PERSON}} {{PERSON}} 😭

Tweet 8:
voltei pra ca só pra dizer que fui no show do {{PERSON}} DEUSSSS

Tweet 9:
sei que se um dia o Twitter chegar a ter 3 fãs clubes serei um deles, meu amor por esse homem vai além. 
é claro que ele valoriza de vez em quando mais é isso, não consigo

Tweet 10:
filipe ret te amo tanto velho desgraçado não consigo sentir um pingo de {{LOCATION}} de {{LOCATION}}

Tweet 11:
dia do fã ❤️

Tweet 12:
que triste ver vários fã clubes acabando

Tweet 13:
eu queria pegar esse ranço que vocês estão mas eu realmente não consigo agora é difícil com anos de admiração mas eu nunca {{PERSON}} ele demonstrar algum tipo de amor e {{PERSON}} por fã porque ele sempre foi assim

Tweet 14:
eu não consigo ser assim sabe? já é um apego que {{LOCATION}} a anos não é uma coisa que acaba em minutos assim mas ler certas coisas dói mesmo

Tweet 15:
bizarro esse caso do fotógrafo desaparecido lá em {{PERSON}}

Tweet 16:
o filipe tá um absurdo de gostoso {{PERSON}} clipe puta que pariu

Tweet 17:
polin ❤️🥹

Tweet 18:
dia 1 de dezembro e eu ainda continuo viciadissima no nume, obrigada por tudo filipe ret não consigo ouvir mais nada além dele

Tweet 19:
as músicas do nume já são {{PERSON}} imagina todas no ao vivo, eu preciso muito

Tweet 20:
eu faço loucuras por esse sorriso 🥹",control
"Tweet 1:
nesecito con dos 2 s y encima MARACAS, QUIEN CHUCHA USA MARACAS EN LATAM APARTE DEL {{LOCATION}} MEXICANO??????? gringo tenia q ser

Tweet 2:
yoongi dale un lapo diomio, no es posible q parezca creer que los demas paises usemos hamsters o papas para la enería 😟

Tweet 3:
lo unico malo es que les gustó grisha

Tweet 4:
mi madre entro a mi cuarto cuando pasó y me pregunto si el quackity anda bien, luego se burlo de mi {{PERSON}} a mi tmb me paso eso 😭😭😭😭

Tweet 5:
las fans de los tesoeitos andan con mucha confianza cuando esos manes no han sonado desde que debutaron y para empezar debutaron gracias a bp y rs, {{PERSON}} sino a la calle se iban

Tweet 6:
pero cuanta razon tiene; f y k eran los que si mostraban interes con hablar español; ptmr si en el podcast tienen {{LOCATION}} donde son una cagada con la comunidad",control
"Tweet 1:
esto es para usted

Tweet 2:
{{PERSON}} - {{PERSON}} - En {{LOCATION}} ({{PERSON}}...  vía

Tweet 3:
¡Allí estaremos y seguro que  también estará allí con nosotros! El {{LOCATION}} lo ha adelantado al
1 de Junio a las 20:00 horas

Tweet 4:
Ojo con este supuesto contacto de Whatsapp que me sugiere confirmar una reserva de booking. Estoy segura de que es fraudulento. {{PERSON}} obviamente está ya!

Tweet 5:
Voto por  {{HASHTAG}} {{HASHTAG}}

Tweet 6:
Voto por  {{HASHTAG}} {{HASHTAG}}

Tweet 7:
{{HASHTAG}} no te pierdas la presentación de {{HASHTAG}} de  el próximo {{HASHTAG}} en la sala {{HASHTAG}}  que es mágica de verdad como lo pudimos comprobar en {{LOCATION}} 😍😍😍😍🪄🪄🪄
🎟️ {{LOCATION}}:

Tweet 8:
Mañana nos vemos en {{HASHTAG}} en la presentación en directo de {{HASHTAG}} de  {{HASHTAG}} 
🎟️Aquí puedes adquirir tu entrada:

Tweet 9:
Mañana nos vemos en {{HASHTAG}} en la presentación en directo de {{HASHTAG}} de  {{HASHTAG}} 
🎟️Aquí puedes adquirir tu entrada

Tweet 10:
Voto por  {{HASHTAG}} para que sea {{HASHTAG}} en  🎶🎸

Tweet 11:
Voto por  {{HASHTAG}} para que sea {{HASHTAG}} en  😍😍😍😍💃💃💃💃💃

Tweet 12:
Voto por  {{HASHTAG}} para que sea {{HASHTAG}} en  🎶🎸🎶🎸🎶🎸💃💃💃💃💃

Tweet 13:
Voto por  {{HASHTAG}} para que sea {{HASHTAG}} en  🎶🎸🎶🎸🎶🎸🎶🎸

Tweet 14:
Voto por  {{HASHTAG}} para que sea {{HASHTAG}} en {{HASHTAG}} con

Tweet 15:
Voto por  {{HASHTAG}} {{HASHTAG}}

Tweet 16:
Voto por  {{HASHTAG}} para que sea {{HASHTAG}} en {{HASHTAG}} con

Tweet 17:
Voto por {{HASHTAG}}  {{HASHTAG}} para que sea {{HASHTAG}}

Tweet 18:
presenta su nuevo álbum {{HASHTAG}} el {{HASHTAG}} en {{HASHTAG}} {{HASHTAG}} No te pierdas estos maravillosos temas interpretados por {{PERSON}} en {{HASHTAG}} acompañado de su banda de músicos. 🎟️ {{LOCATION}}:  {{HASHTAG}} {{HASHTAG}}

Tweet 19:
Voto también por  
{{HASHTAG}} 
{{HASHTAG}}  
 🎶🎶🎶🎶🎶🎶🎶

Tweet 20:
Voto por {{HASHTAG}} {{HASHTAG}} para {{HASHTAG}}",control
"Tweet 1:
esse boston kreme seria meu omad facinho

Tweet 2:
quem diz q a liz ta mais magra q a {{PERSON}} é meio biluteteia pq a única coisa q a liz tem menor q a {{PERSON}} é a coxa

Tweet 3:
eu ousa

Tweet 4:
quero colar essas fotos na minha testa. o corpo dela eh um dos mais bonitos e delicados q eu já vi, um pessoa magra fica facilmente ""maior"" perto dela

Tweet 5:
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀

Tweet 6:
ai q dor ver a quantidade de calorias

Tweet 7:
e eu aqui c minhas humildes 17-24 horinhas 😿

Tweet 8:
toda vez q ela faz aun eu tenho vontade de cometer uns 50 crimes de ódio

Tweet 9:
tenho dois estilos e {{PERSON}} igualmente

Tweet 10:
{{PERSON}} 😭😭

Tweet 11:
se fosse no {{LOCATION}} esse puto já taria morto pprt

Tweet 12:
esse filme eh tão bonzinho

Tweet 13:
que fdp. daria ums porradas {{PERSON}} lek sem dó

Tweet 14:
as {{PERSON}}

Tweet 15:
só n fui de base pq eu sei que minha mãe iria morrer junto

Tweet 16:
do lado dela eu me sentiria a pessoa mais fininha do mundo",riesgo
"Tweet 1:
Solo quiero dormir y despertar cuando tenga estabilidad emocional, este pesando menos de 50 y viva en un país diferente del que estoy.

Tweet 2:
Siempre me siento del asco, pero hoy más, tuve un atracón y no puedo vomitar, me odio tantisimo, la ansiedad me esta matando.

Tweet 3:
¿Creen que tomar clonazepam y alprazolam juntos me cause algo malo?

Tweet 4:
Joder, que hace unos días me sentí re bien y ahora no paro de llorar y temblar.

Tweet 5:
La psicóloga que me atendía lleva tres días dejándome en visto... Seguro se dio cuenta que soy caso perdido.

Tweet 6:
Necesito alguien que me recuerde lo gorda que soy para que deje de comer. {{LOCATION}} bajar 20 kilos y seré medianamente aceptable.

Tweet 7:
Llevo seis o siete días usando alprazolam para la ansiedad y no he sentido ni hambre ni ganas de tragarme dulces o frituras, estoy que flipo, amo este medicamento aunque me la paso durmiendo... En un mes espero bajar al menos 2 kilos o algo o de plano si me doy de golpes.",riesgo
"Tweet 1:
Llevo en esta tripa 3 días de comida y tengo dolor abdominal por toser todo el día

Tweet 2:
Mi comida de hoy ♡♡🫐

Tweet 3:
Té de matcha con esencia de vainilla, leche de arroz, miel y azúcar 🌸

Tweet 4:
La medicación me hace perder el apetito y la gripe también si no me acuerdo de que la comida existe no como

Tweet 5:
Hice matcha de cualquier forma porque no he encontrado ningún receta fría y llevo retrasando la comida desde el desayuno 😭😭

Tweet 6:
Yo acabando me de despertar hace unas horas totalmente enferma y arm check [?

Tweet 7:
Memory pills and desorganizated food

Tweet 8:
Mi comida del otro día

Tweet 9:
Me in public / Me on 3dtw

Tweet 10:
Llevo un día bastante agotador no he dormido nada estoy muy muy enferma sigo despierta a las 3 am y tengo muchas que hacer todavía como para dormir y descansar. He dejado una coca light en el frigo para q esté fría y pueda fumar tranquila para tener un mini descanso

Tweet 11:
And pretty sure Im fat and then I realize is dismorfia 🥶🥶 feeling dumb

Tweet 12:
TW: Bc 🤍 ♡•••♡ 🤍 🦴🦴

Tweet 13:
Mi madre me ve no comer en todo el día y dice uy vamos a hacer lo que hace ella en vez de preoucuparnos y mostrar nuestro afecto maternal 🥴🥴

Tweet 14:
Idk that's me today Im still sick

Tweet 15:
🌱 yogurt griego con nueces y semillas

Tweet 16:
Estoy tan cansada y tan enferma que morir sería un alivio

Tweet 17:
Estoy tan devastada no me gusta q me quiten la comida, toda mi comida es seleccionada {{PERSON}} soy vegana y tengo un tca yo sin esas proteínas y vitaminas q me ofrece la poca comida que me separo para mi me ayuda a literalmente sobrevivir y a que no se me caiga el pelo {{PERSON}} 18:
Me he comido la mitad de la mitad y estaba buenísima 🥺🥺💗 es una hamburguesa vegana. {{PERSON}} comerme el resto? O hacerme un bol de yogurt?",riesgo
"Tweet 1:
primero yo y luego si eso el resto

Tweet 2:
“feliz será el día que no falte ninguna”💜 {{HASHTAG}}

Tweet 3:
q puta ansiedad hermano

Tweet 4:
a mi me encanta cuando vienen mis amigos a contarme sus rayadas, xq se lo necesario q es tener ahí alguien para desahogarse

Tweet 5:
tengo claro que no volveré a confiar tanto en alguien

Tweet 6:
A mi me toman por tonta de lo buena q soy

Tweet 7:
me cuesta muchísimo entender q las personas son temporales y solo parte de una etapa

Tweet 8:
Todo el mundo está malo de la garganta o q?

Tweet 9:
yo ya intenté todo

Tweet 10:
bro vaya fiestas🤙🏽🤙🏽🤙🏽

Tweet 11:
hago demasiadas cosas por los demás y muy pocas por mi

Tweet 12:
como le gusta a la gente victimizarse dios

Tweet 13:
los mejores momentos y recuerdos no tienen foto

Tweet 14:
echo de menos tener a esa persona con la q desahogarme sin problema

Tweet 15:
lo q me gustaría estar en la playa por la noche con alguien y simplemente charlar

Tweet 16:
EL VERANO fue el de {{NUMBER}}

Tweet 17:
mi cabeza mi peor enemigo

Tweet 18:
una lloradita y a seguir fingiendo

Tweet 19:
🕯🕯modernismo y G.98🕯🕯 {{HASHTAG}}

Tweet 20:
las noches de verano hablando y reflexionando de cualquier cosa &gt;&gt;&gt;&gt;&gt;&gt;",dudoso
"Tweet 1:
Con ganas de hacer todo contigo

Tweet 2:
Pensando seriamente en ponerme chichis 🤭

Tweet 3:
Amix que felicidad 🥹🥹😭

Tweet 4:
Todo en mi vida mejoró cuando te saque de mi cabeza y te dije adiós.

Tweet 5:
De vez en cuando me observo, admiro y me siento orgullosa.

Tweet 6:
Que pereza esos hombres que creen que todas se mueren por ellos.

Tweet 7:
Amix yo ya no sufro por nadie

Tweet 8:
Amix no crean en los hombres.

Tweet 9:
{{PERSON}} 10:
Yo si admito que a veces soy de a v...

Tweet 11:
Neymar llorón hp

Tweet 12:
Cuando alguien te quiere es obvio y cuando no también. Así que pilas!!

Tweet 13:
Jamás me había sentido tan frustrada

Tweet 14:
Que se normalice decir cuando no se quiere algo serio no anden enculando a la gente por gusto.",control
